log10(Age / yr),age,cx,cy,cz,redshift,MWfactor,starfLogMass,ra,dec,lookback_time,radius,colour,img,ModelMag_i,ModelMag_g
-999,0.00,-0.398523,-0.610322,0.684607,0.100798,0.32,10.5,10.13809,-0.23288,1.355718,0.895,1,586,16.2249,17.53533
-999,0.00,-0.702017,0.162632,0.693342,0.057736,0.14,10.15,10.29669,-0.26886,0.800451,0.8425,1,587,16.07325,17.38951
9.98001,9.55,-0.66976,0.244603,0.701135,0.052475,0.11,10.06,10.21474,-0.14579,0.730246,0.829,1,588,15.47236,16.78508
-999,0.00,-0.708501,-0.258975,0.656474,0.074639,0.25,10.39,10.32936,-0.08605,1.022475,0.8785,1,589,15.9971,17.30214
-999,0.00,-0.350358,-0.837092,0.420151,0.051281,0.1,10,10.29557,-0.52133,0.714238,0.82,1,590,15.93425,17.29563
-999,0.00,-0.960333,0.192008,0.20222,0.091638,0.23,10.37,10.30774,0.11701,1.240433,0.8755,1,591,15.8258,17.1213
-999,0.00,-0.974936,0.045124,0.21786,0.083017,0.2,10.3,10.27975,0.17802,1.130557,0.865,1,592,16.14643,17.5007
8.07788,0.12,-0.25731,-0.860417,0.439858,0.034827,0.17,10.23,10.20105,-0.4093,0.49081,0.8545,1,593,15.75445,17.02392
-999,0.00,-0.924647,-0.329015,0.191773,0.052874,0.22,10.34,10.17603,-0.45612,0.735587,0.871,1,594,15.81045,17.06778
9.76227,5.78,-0.723398,-0.669883,0.167188,0.040603,0.06,9.78,10.28478,-0.29374,0.569845,0.787,1,595,16.09153,17.47447
9.7913,6.18,-0.622577,-0.770509,0.136795,0.077533,0.15,10.18,9.97376,-1.03673,1.059955,0.847,1,596,16.11112,17.47408
-999,0.00,-0.93147,0.26198,0.252447,0.061982,0.12,10.09,10.19033,-0.86472,0.856736,0.8335,1,597,15.98659,17.25202
9.68588,4.85,-0.963307,-0.226079,0.144664,0.078486,0.39,10.59,9.91675,-1.10854,1.072261,0.9085,1,598,15.82107,17.07637
9.91296,8.18,0.998837,-0.04593,-0.014663,0.199728,2,11.3,9.33191,-0.46296,2.510845,1.015,1,0,20.98936,22.25063
9.27549,1.89,-0.978969,-0.202084,0.027955,0.047993,0.11,10.03,9.33008,-0.62412,0.670016,0.8245,1,1,15.98617,17.26677
-999,0.00,-0.767729,-0.636764,0.071587,0.061146,0.11,10.05,9.4321,-0.24518,0.845679,0.8275,0,2,16.22529,17.78992
-999,0.00,-0.44552,0.55969,0.698755,0.04507,0.24,10.38,9.40915,-0.25006,0.63052,0.877,1,3,15.82983,17.22526
-999,0.00,-0.993352,-0.087802,0.074454,0.077901,0.43,10.63,9.36047,-0.21284,1.064711,0.9145,1,4,15.76165,17.02357
-999,0.00,-0.895777,0.43225,0.103648,0.062674,0.22,10.35,9.35193,-0.15962,0.865876,0.8725,1,5,15.97378,17.26943
9.98152,9.58,-0.519278,-0.396151,0.757242,0.073604,0.87,10.94,9.45203,-0.10527,1.009035,0.961,1,6,15.64237,16.91365
9.21815,1.65,-0.620714,0.773803,0.126266,0.072851,0.19,10.28,9.47772,-0.13183,0.999241,0.862,1,7,15.9902,17.29511
-999,0.00,-0.518296,-0.173378,0.837442,0.079055,0.2,10.31,9.47711,-0.09773,1.079613,0.8665,1,8,15.96004,17.26823
-999,0.00,-0.642852,-0.375472,0.667654,0.095549,0.21,10.32,9.43183,-0.01984,1.289837,0.868,1,9,15.7949,17.06615
8.7156,0.52,-0.488787,-0.669409,0.559445,0.057305,0.3,10.47,9.36101,0.01062,0.794714,0.8905,0,10,16.30756,17.81543
-999,0.00,-0.715189,0.159844,0.680408,0.061309,0.68,10.83,9.40693,0.07971,0.847837,0.9445,0,11,16.02259,17.66574
9.5253,3.35,-0.686468,-0.085171,0.722154,0.05939,0.1,9.99,9.47029,0.02447,0.82242,0.8185,1,12,15.61208,16.79732
-999,0.00,-0.527753,-0.663101,0.530824,0.10665,0.32,10.5,9.20517,-0.1286,1.428591,0.895,1,13,16.28251,17.67609
9.85029,7.08,-0.510191,-0.692995,0.509375,0.056074,0.27,10.43,9.2029,-0.27928,0.778331,0.8845,0,14,16.30551,17.72408
9.24365,1.75,-0.445882,-0.755449,0.48009,0.073605,0.18,10.26,9.2734,-0.24596,1.009051,0.859,0,15,16.31916,17.80897
9.8912,7.78,-0.511386,-0.622885,0.59203,0.065439,0.26,10.41,9.22266,-0.4305,0.902294,0.8815,1,16,15.91806,17.21005
9.67684,4.75,-0.746925,0.180288,0.64,0.080768,0.18,10.25,9.20914,-0.2566,1.101678,0.8575,1,17,15.77866,17.00965
9.4846,3.05,-0.71881,-0.235695,0.654034,0.067544,0.15,10.17,9.15019,-0.23311,0.929932,0.8455,1,18,15.8584,17.05387
-999,0.00,-0.469441,-0.691558,0.548974,0.053461,0.24,10.38,9.15698,-0.29166,0.743444,0.877,1,19,15.75114,17.04905
9.99928,9.98,-0.424974,0.848737,0.314712,0.055559,0.22,10.35,9.15804,-0.06463,0.771465,0.8725,1,20,16.02369,17.35365
9.84412,6.98,-0.541501,0.710836,0.448875,0.057098,0.13,10.12,9.15802,-0.02869,0.791962,0.838,1,21,15.62422,16.91251
9.95345,8.98,-0.962502,0.164569,0.215655,0.084025,0.5,10.7,9.15508,-0.09157,1.14347,0.925,1,22,15.67535,16.95048
9.72303,5.28,-0.976099,0.074265,0.204242,0.083079,1.02,11.01,9.35861,0.07186,1.131353,0.9715,1,23,15.96909,17.34361
-999,0.00,-0.980604,0.156834,0.117551,0.074477,0.28,10.44,9.18926,-0.50637,1.020383,0.886,0,24,15.98196,17.37953
8.9939,0.99,-0.301734,0.713066,0.632845,0.085364,0.24,10.38,8.9232,-1.14865,1.160601,0.877,1,25,15.5918,16.92634
9.7547,5.68,-0.586566,0.798289,0.136657,0.065461,0.02,9.39,8.90787,-1.09635,0.902583,0.7285,2,26,16.86002,17.60932
9.68289,4.82,-0.566875,0.695455,0.441583,0.05328,0.26,10.41,8.927,-1.0206,0.741024,0.8815,1,27,15.75676,17.01857
9.59312,3.92,-0.536824,0.774433,0.334773,0.043466,0.08,9.92,9.06437,-0.89434,0.608783,0.808,1,28,16.15847,17.5321
9.80285,6.35,-0.856925,0.211734,0.469946,0.310237,0.89,10.95,9.09835,-0.71529,3.628382,0.9625,0,29,17.74486,20.05102
8.83641,0.69,-0.874008,-0.043532,0.483958,0.08262,0.17,10.24,9.21741,-0.75629,1.125462,0.856,1,30,15.69882,16.86961
9.77703,5.98,-0.83839,0.231508,0.493463,0.071268,0.21,10.32,9.26336,-0.78754,0.978621,0.868,1,31,15.7569,17.05689
9.7913,6.18,-0.866672,0.308629,0.391953,0.044576,0.19,10.27,8.95834,-0.63782,0.623836,0.8605,1,32,15.75974,16.97489
-999,0.00,-0.946391,0.152997,0.284494,0.082336,0.25,10.39,8.9517,-0.56782,1.121825,0.8785,1,33,15.51665,16.74068
-999,0.00,-0.461953,-0.86089,0.213231,0.063136,0.29,10.46,8.98474,-0.54365,0.871963,0.889,1,34,16.10835,17.4739
-999,0.00,-0.794475,0.541952,0.274041,0.042282,0.05,9.71,9.09552,-0.42753,0.5927,0.7765,1,35,15.72719,16.94295
9.5819,3.82,-0.896317,0.368688,0.246342,0.315115,0.18,10.26,9.08686,-0.38926,3.673977,0.859,0,36,20.08393,22.38137
9.85436,7.15,-0.908871,-0.313081,0.275562,0.085525,0.22,10.34,9.01107,-0.33209,1.162668,0.871,1,37,16.03352,17.35048
-999,0.00,-0.936978,-0.018855,0.348879,0.024821,0.01,8.9,9.04997,-0.3013,0.352334,0.655,1,38,16.59283,17.66276
9.75724,5.72,-0.921002,-0.003841,0.389539,0.058528,0.11,10.04,9.13694,-0.24796,0.810981,0.826,1,39,15.32846,16.68657
-999,0.00,-0.715835,-0.647681,0.260939,0.058933,0.25,10.4,9.14838,-0.15734,0.816352,0.88,1,40,15.68944,16.98252
-999,0.00,-0.729617,-0.571662,0.375315,0.043597,0.23,10.36,8.97118,0.0248,0.610553,0.874,1,41,15.70893,16.99866
-999,0.00,-0.326301,0.640118,0.695541,0.450366,0.95,10.98,9.007,-0.14587,4.828301,0.967,0,42,19.91916,22.1536
9.47501,2.99,-0.346743,0.566685,0.747421,0.223043,0.38,10.58,9.05221,0.07812,2.760786,0.907,0,43,20.05377,21.97769
-999,0.00,-0.36653,0.492127,0.789599,0.398023,0.51,10.71,8.97109,0.11591,4.405595,0.9265,0,44,19.79968,21.80167
9.92344,8.38,-0.408422,0.768066,0.49322,0.29076,0.3,10.48,8.83446,-1.2219,3.443331,0.892,0,45,19.12465,21.11825
-999,0.00,-0.72966,0.68247,-0.042795,0.35806,0.28,10.44,8.81662,-1.21412,4.062912,0.886,0,46,19.48007,21.32857
-999,0.00,-0.698114,0.715941,-0.008092,0.152962,0.02,9.34,8.81239,-1.12558,1.984621,0.721,1,47,19.43326,20.95517
9.14174,1.39,-0.726793,0.682246,0.079447,0.111868,0.01,9.13,8.80052,-1.102,1.493065,0.6895,2,48,19.25521,20.20745
9.14174,1.39,-0.645076,-0.68787,0.332732,0.065267,0.01,9.1,8.76804,-1.07098,0.900043,0.685,0,49,20.05199,24.30842
-999,0.00,-0.673916,-0.73714,0.049619,0.173767,0.03,9.49,8.79606,-0.94088,2.222939,0.7435,1,50,20.31382,22.04136
-999,0.00,-0.733506,-0.679561,0.012887,0.082354,0,8.49,8.7726,-0.84586,1.122058,0.5935,2,51,19.24861,19.78551
-999,0.00,-0.767907,-0.640518,-0.007374,0.300634,0.62,10.79,8.80903,-0.79281,3.537749,0.9385,0,52,19.61595,21.53156
9.56647,3.69,-0.92982,-0.364007,-0.054161,0.355166,0.18,10.25,8.86118,-0.80118,4.037391,0.8575,0,53,19.98292,22.02772
9.86436,7.32,0.779033,-0.610802,0.141524,0.078238,0.27,10.43,8.87358,-0.65606,1.069072,0.8845,1,54,15.70321,17.14585
9.54224,3.49,0.999416,-0.031467,0.013345,0.283029,0.69,10.84,8.90957,-0.7321,3.368523,0.946,0,55,19.9294,22.52921
-999,0.00,0.979978,0.198291,0.018008,0.217635,0.13,10.11,8.86468,-0.59564,2.703525,0.8365,0,56,18.78848,20.60329
-999,0.00,0.966937,0.254722,-0.012219,0.266441,0.78,10.89,8.86752,-0.62145,3.205375,0.9535,0,57,19.33997,22.59127
-999,0.00,0.917684,0.397211,-0.008967,0.126026,0.03,9.4,8.79955,-0.4833,1.665629,0.73,1,58,18.99133,20.34137
-999,0.00,0.991063,0.131105,0.024594,0.067251,0.15,10.19,8.90895,-0.39298,0.9261,0.8485,1,59,15.68963,16.99167
9.83996,6.92,0.98077,0.186238,0.058361,0.147601,0.01,9.13,8.80674,-0.40764,1.922088,0.6895,1,60,20.25116,21.58806
9.82071,6.62,0.969193,0.238137,0.062895,0.14458,0.01,9.1,8.9091,-0.36665,1.886639,0.685,1,61,19.71868,20.95372
9.79827,6.28,0.966433,0.241997,0.086277,0.282735,0.2,10.31,8.86442,-0.34084,3.365667,0.8665,0,62,19.4634,21.25447
-999,0.00,0.99924,-0.015501,-0.035776,0.350875,0.52,10.72,8.9234,-0.12985,3.999373,0.928,0,63,19.38448,21.60743
-999,0.00,-0.332641,0.783193,0.525318,0.166092,0.02,9.33,8.81493,-0.34721,2.135823,0.7195,2,64,19.32091,20.3492
-999,0.00,-0.595376,0.759493,0.262103,0.213574,0.38,10.58,8.78793,-0.16878,2.660243,0.907,0,65,19.01456,21.13772
-999,0.00,0.876168,0.465549,0.124874,0.064739,0.17,10.23,8.78739,-0.10823,0.893088,0.8545,1,66,15.79483,17.17911
-999,0.00,-0.847364,-0.005935,0.530979,0.20241,0.09,9.94,8.85301,0.10482,2.54001,0.811,0,67,19.29265,21.12366
9.8799,7.58,-0.761694,0.164912,0.626599,0.258104,0.72,10.86,8.52423,-1.23978,3.121984,0.949,0,68,19.15176,21.06428
-999,0.00,-0.774708,0.203878,0.598549,0.092369,0.19,10.29,8.53555,-1.16173,1.249697,0.8635,1,69,16.41689,17.80666
-999,0.00,-0.807197,0.01324,0.590133,0.297034,0.4,10.6,8.63667,-1.12279,3.503463,0.91,0,70,19.26866,21.38232
9.56252,3.65,-0.988243,0.143711,0.052186,0.596744,2.4,11.38,8.74132,-1.19356,5.871275,1.027,0,71,17.50612,19.96154
9.14174,1.39,-0.671416,-0.734635,0.09753,0.218765,0.76,10.88,8.72325,-1.13344,2.715521,0.952,0,72,19.00853,20.8874
-999,0.00,-0.835102,0.541155,0.098768,0.085107,0,7.37,8.69867,-1.02421,1.157315,0.4255,2,73,19.54383,19.84223
-999,0.00,-0.877322,0.472835,0.082062,0.235052,0.13,10.1,8.67662,-0.9381,2.88645,0.835,1,74,18.97368,20.38772
9.87414,7.48,-0.940993,-0.321091,0.106924,0.261237,0.15,10.18,8.70962,-0.95702,3.153437,0.847,0,75,19.99427,21.65714
9.79596,6.25,-0.526882,-0.844495,0.096039,0.254133,0.58,10.76,8.58202,-0.85299,3.08194,0.934,0,76,20.15202,22.84995
-999,0.00,-0.15483,-0.856642,0.49213,0.183768,0.05,9.74,8.76369,-0.82986,2.335071,0.781,0,77,19.69156,21.53265
9.59312,3.92,0.966313,0.257336,-0.004281,0.04449,0.12,10.07,8.67975,-0.59552,0.622659,0.8305,1,78,15.7337,17.07864
7.9361,0.09,-0.345334,0.596113,0.72484,0.069177,0.49,10.69,8.61283,-0.43471,0.951321,0.9235,1,79,15.24336,16.52557
8.07788,0.12,-0.944637,0.325648,0.040193,0.055194,0.23,10.37,8.48989,-0.62542,0.766591,0.8755,1,80,15.85992,17.11118
-999,0.00,-0.899473,-0.435084,0.040619,0.079925,0.22,10.35,8.50268,-0.60494,1.090823,0.8725,1,81,16.12812,17.49505
9.91472,8.22,-0.934375,0.344649,0.090339,0.070715,0.44,10.64,8.73192,-0.43254,0.971412,0.916,1,82,15.82723,17.08363
9.90403,8.02,-0.96851,0.236667,0.077316,0.060883,0.13,10.11,8.53533,-0.24627,0.842194,0.8365,1,83,15.9219,17.26399
-999,0.00,0.941871,0.335962,-0.002827,0.080406,0.17,10.23,8.71428,-0.18006,1.097019,0.8545,1,84,15.70351,16.91523
9.0617,1.15,0.960244,-0.05036,0.27458,0.067944,0.35,10.54,8.65367,-0.22556,0.935185,0.901,1,85,16.04691,17.38909
-999,0.00,-0.584714,0.285225,0.759445,0.060228,0.12,10.09,8.52028,-0.25895,0.833524,0.8335,1,86,15.60526,16.84541
9.37149,2.35,-0.796978,-0.602477,-0.042973,0.057059,0.08,9.92,8.46431,-0.55023,0.791448,0.808,1,87,15.73403,17.04853
-999,0.00,0.776174,-0.630484,-0.00657,0.062238,0.08,9.88,8.49451,-1.21569,0.860113,0.802,1,88,16.2647,17.74787
-999,0.00,-0.915984,0.383345,0.118409,0.067137,0.12,10.07,8.43342,-1.19565,0.924595,0.8305,1,89,15.99852,17.22879
9.81187,6.48,-0.557936,-0.18541,0.808907,0.061575,0.17,10.22,8.44691,-1.04869,0.85135,0.853,1,90,15.96156,17.24502
9.60044,3.99,0.935144,-0.354097,-0.010945,0.08264,0.27,10.43,8.45672,-0.99367,1.125726,0.8845,1,91,15.84275,17.23313
9.92517,8.42,-0.467858,-0.304118,0.829832,0.063111,0.28,10.45,8.44661,-0.95993,0.871642,0.8875,1,92,15.95871,17.27812
-999,0.00,-0.563435,0.619798,0.546252,0.066125,0.35,10.54,8.52217,-0.99456,0.911309,0.901,1,93,16.09265,17.48825
9.86238,7.28,-0.98026,-0.08344,0.179241,0.068194,0.23,10.36,8.46685,-0.95421,0.938453,0.874,1,94,16.01814,17.33572
-999,0.00,-0.63463,-0.098143,0.766559,0.10164,0.22,10.35,8.42907,-0.93415,1.366248,0.8725,0,95,16.45662,17.94805
-999,0.00,-0.58045,-0.311169,0.752497,0.069587,0.28,10.44,8.49188,-0.94393,0.956682,0.886,1,96,15.82085,17.04629
-999,0.00,-0.719073,0.021643,0.694598,0.045462,0.09,9.97,8.5226,-0.92234,0.635823,0.8155,1,97,15.82769,17.19279
8.83641,0.69,-0.508089,0.753881,0.416544,0.09593,1.07,11.03,8.54766,-0.81029,1.294643,0.9745,0,98,16.16736,17.59114
8.45676,0.29,-0.681335,-0.7178,0.143338,0.087954,0.59,10.77,8.5369,-0.79562,1.193653,0.9355,1,99,15.9459,17.25883
-999,0.00,-0.598249,-0.791033,0.127926,0.0329,0.19,10.27,8.4877,-0.74391,0.464304,0.8605,1,100,15.90428,17.28038
-999,0.00,-0.642008,0.574209,0.508044,0.063132,0.08,9.91,8.31127,-0.6837,0.871916,0.8065,1,101,16.2652,17.63853
9.91296,8.18,-0.692321,-0.360329,0.625184,0.061855,0.23,10.36,8.43898,-0.54568,0.855055,0.874,1,102,15.74134,17.04266
9.80738,6.42,-0.833447,0.192819,0.517868,0.073362,0.19,10.28,8.27331,-0.60811,1.005894,0.862,1,103,15.46378,16.72283
-999,0.00,-0.779267,-0.369255,0.506354,0.061753,0.22,10.34,8.43946,-0.52333,0.853699,0.871,1,104,15.9184,17.23168
-999,0.00,-0.789181,-0.437698,0.430829,0.059146,0.15,10.17,8.36793,-0.44407,0.819177,0.8455,1,105,15.86527,17.21131
-999,0.00,-0.751522,-0.47404,0.458803,0.077702,0.71,10.85,8.32215,-0.47962,1.062139,0.9475,1,106,16.08912,17.36963
9.73651,5.45,-0.69414,-0.556663,0.456394,0.059079,0.09,9.96,8.27648,-0.39997,0.818292,0.814,1,107,15.66703,16.97253
9.84412,6.98,-0.644054,-0.634039,0.428006,0.152504,0.79,10.9,8.3648,-0.26996,1.979301,0.955,0,108,17.65842,20.18248
-999,0.00,-0.829312,-0.355719,0.430936,0.062948,0.37,10.57,8.3197,-0.29644,0.869487,0.9055,1,109,15.75249,16.95208
-999,0.00,-0.714463,0.54224,0.442175,0.058788,0.23,10.36,8.26682,-0.19036,0.814422,0.874,1,110,15.93128,17.20306
-999,0.00,-0.495971,0.855289,0.14998,0.066813,0.46,10.66,8.2665,-0.04466,0.920343,0.919,1,111,15.66256,16.90776
9.60406,4.02,-0.916833,0.2337,0.32373,0.03129,0.14,10.16,8.32818,-1.24506,0.442091,0.844,1,112,15.53453,16.94018
-999,0.00,-0.944151,0.109316,0.31085,0.065949,0.31,10.49,8.31206,-1.19244,0.908997,0.8935,1,113,15.89725,17.16334
9.8141,6.52,-0.913534,-0.238302,0.329648,0.06324,0.38,10.58,8.28429,-1.05117,0.873336,0.907,1,114,15.89956,17.15388
9.91296,8.18,-0.777189,-0.568104,0.270618,0.076228,0.18,10.25,8.33814,-1.05828,1.043077,0.8575,0,115,16.37331,17.81097
9.86633,7.35,-0.600152,0.359406,0.714594,0.076139,0.19,10.27,8.36948,-1.04891,1.041929,0.8605,1,116,15.55042,16.70832
-999,0.00,0.988169,0.152495,0.016333,0.374139,0.38,10.58,8.39421,-1.02603,4.202951,0.907,0,117,19.59915,21.53521
-999,0.00,-0.282588,0.71833,0.635725,0.301572,0.46,10.66,8.24579,-0.9927,3.546649,0.919,0,118,19.52283,21.66461
-999,0.00,-0.253489,0.728728,0.636159,0.152633,0.02,9.31,8.25456,-0.91925,1.980795,0.7165,2,119,19.51653,20.70088
9.7547,5.68,-0.275214,0.710387,0.647771,0.396056,0.65,10.81,8.36776,-0.9731,4.389143,0.9415,0,120,19.99415,22.49617
-999,0.00,-0.350256,0.727572,0.589881,0.124425,0.03,9.42,8.27473,-0.80534,1.646286,0.733,1,121,18.74595,19.91939
-999,0.00,-0.391026,0.559026,0.731156,0.044255,0.22,10.34,8.23653,-0.78413,0.619473,0.871,1,122,14.76984,16.04527
-999,0.00,-0.375237,0.500265,0.780341,0.050942,0,8.67,8.35838,-0.74494,0.709687,0.6205,1,123,18.53176,20.11474
-999,0.00,-0.99748,0.069922,-0.012026,0.555423,0.11,10.03,8.38693,-0.73202,5.595978,0.8245,0,124,21.11234,22.75645
-999,0.00,-0.999713,0.022139,0.009106,0.310911,0.06,9.77,8.19891,-0.51431,3.6347,0.7855,1,125,19.70894,20.87914
9.47501,2.99,-0.475989,-0.775158,0.415409,0.20254,0.48,10.68,8.25393,-0.41947,2.541412,0.922,0,127,19.31269,21.26241
-999,0.00,-0.904911,-0.424292,-0.033356,0.288238,0.29,10.46,8.22292,-0.1765,3.419013,0.889,1,128,19.83878,21.31582
-999,0.00,-0.948649,-0.314701,-0.032051,0.081348,0.35,10.54,8.13178,-0.1032,1.109125,0.901,1,129,15.79363,17.1306
9.21815,1.65,0.798948,-0.584269,0.14252,0.305991,0.22,10.35,8.11704,-0.02755,3.588452,0.8725,1,130,20.06314,21.61813
9.30515,2.02,-0.349939,-0.837618,0.41945,0.150042,0.03,9.4,8.14366,0.05155,1.950622,0.73,1,131,19.27524,20.4576
-999,0.00,0.998321,-0.054026,0.020866,0.093725,0,8.38,8.13292,-1.12409,1.266839,0.577,2,132,19.7371,20.30269
9.57037,3.72,0.99937,-0.034605,0.007929,0.186784,0.02,9.37,8.17538,-1.15497,2.368586,0.7255,1,133,19.35518,20.73953
-999,0.00,0.976722,-0.205269,0.062283,0.068305,0.65,10.81,8.18491,-1.13767,0.939903,0.9415,0,134,16.54363,18.20569
-999,0.00,0.745758,0.665619,-0.02822,0.238171,0.63,10.8,8.22004,-1.05528,2.918756,0.94,0,135,19.37789,22.37679
-999,0.00,0.81891,-0.57332,-0.026291,0.272427,0.95,10.98,8.1494,-1.01501,3.264671,0.967,0,136,18.63804,20.52262
-999,0.00,-0.48038,0.834379,0.270272,0.177939,0.19,10.27,8.22852,-0.94242,2.269905,0.8605,0,137,19.78017,21.96064
9.76227,5.78,0.886245,0.401702,0.230661,0.119823,0.02,9.22,8.02707,-0.95667,1.590447,0.703,1,138,19.26868,20.71704
-999,0.00,-0.972627,0.231833,0.015829,0.319269,0.41,10.61,8.16393,-0.78019,3.712578,0.9115,0,139,19.45069,21.65837
-999,0.00,-0.517393,-0.82495,0.227512,0.303384,0.08,9.92,8.07028,-0.7859,3.563817,0.808,2,140,20.90701,21.94423
9.96301,9.18,-0.253288,-0.83394,0.490295,0.074803,0.15,10.19,8.05297,-0.7664,1.024612,0.8485,1,141,16.13709,17.44137
9.76477,5.82,-0.172602,-0.898076,0.404559,0.057788,0.15,10.17,8.11536,-0.7289,0.801142,0.8455,1,142,15.78444,17.20542
9.65817,4.55,0.879797,-0.441486,0.176203,0.226617,0.12,10.07,8.11039,-0.67577,2.7984,0.8305,1,143,19.48859,21.22101
9.76477,5.82,-0.972367,0.233447,0.002419,0.437163,1.86,11.27,7.98887,0.07579,4.724359,1.0105,0,144,17.57345,20.05733
-999,0.00,-0.929647,-0.368416,-0.005068,0.080088,0.23,10.37,8.03771,-0.53992,1.092917,0.8755,1,145,15.89518,17.22861
-999,0.00,-0.56385,-0.825876,0.001571,0.07911,0.24,10.38,7.89336,-0.21237,1.080318,0.877,1,146,15.95671,17.3729
9.99637,9.92,-0.338296,0.599582,0.725298,0.052271,0.18,10.26,7.95595,-0.65929,0.727506,0.859,1,147,14.9594,16.2864
-999,0.00,-0.383382,0.481687,0.788033,0.009733,0.02,9.34,8.01874,-0.45964,0.139679,0.721,1,148,14.26894,15.1132
9.6676,4.65,-0.430653,0.540447,0.722811,0.09065,0.26,10.41,7.94599,-0.52975,1.227913,0.8815,0,149,16.25019,17.65168
8.18459,0.15,-0.424939,-0.063725,0.902976,0.079365,0.15,10.18,8.03185,-0.39853,1.083608,0.847,1,150,16.03928,17.32047
9.93368,8.58,-0.286067,-0.477049,0.831018,0.082694,0.58,10.76,7.99604,-0.41779,1.126422,0.934,1,151,15.84557,17.09993
9.73651,5.45,-0.957023,-0.277197,0.085253,0.047674,0.09,9.94,7.97704,-0.29009,0.66571,0.811,1,152,15.81368,17.07391
9.8722,7.45,-0.489286,0.06502,0.869696,0.060709,0.21,10.33,7.92601,-0.17553,0.8399,0.8695,1,153,15.94577,17.21756
-999,0.00,0.825069,-0.564831,-0.015065,0.065693,0.25,10.4,7.90571,-0.14465,0.905635,0.88,1,154,15.9553,17.28179
-999,0.00,-0.956924,0.271241,0.103559,0.064534,0.45,10.65,7.89255,-0.26021,0.890387,0.9175,1,155,15.68884,16.96903
9.5819,3.82,-0.968588,0.225847,0.104071,0.059556,0.36,10.56,8.04441,-0.17341,0.824616,0.904,1,156,15.78815,17.10239
9.69181,4.92,-0.359843,-0.711105,0.604022,0.068082,0.21,10.32,8.044,-0.0371,0.936984,0.868,1,157,16.05432,17.38268
9.84412,6.98,-0.581553,0.544996,0.603966,0.056955,0.1,10,7.96347,0.05924,0.790058,0.82,1,158,15.88132,17.16435
9.3776,2.39,-0.616197,0.462671,0.637367,0.047559,0.33,10.52,7.97622,0.02276,0.664157,0.898,1,159,15.64062,17.06384
9.68885,4.88,-0.538473,-0.464179,0.703267,0.073329,0.35,10.54,7.84499,-1.16173,1.005469,0.901,1,160,15.90256,17.16264
-999,0.00,-0.469915,-0.370958,0.80098,0.04392,0.16,10.2,7.86695,-1.14047,0.614937,0.85,1,161,15.69159,16.96282
-999,0.00,-0.700291,-0.125004,0.702828,0.064988,0.3,10.47,7.92901,-1.13988,0.896367,0.8905,1,162,15.74984,17.04337
9.84619,7.02,-0.58428,-0.395973,0.708394,0.263268,0.25,10.4,7.99759,-1.16685,3.173746,0.88,0,163,18.75046,20.7333
9.5296,3.39,-0.699181,-0.220899,0.679963,0.058921,0.08,9.92,7.94697,-1.10755,0.816188,0.808,1,164,16.07373,17.33895
9.43439,2.72,-0.574954,0.650259,0.49658,0.049183,0.11,10.04,7.82512,-1.03205,0.686039,0.826,1,165,16.02481,17.45238
-999,0.00,-0.975015,-0.168763,0.144448,0.044546,0.42,10.62,7.91659,-1.06959,0.623419,0.913,1,166,15.9614,17.26055
9.73651,5.45,-0.566589,-0.24358,0.787176,0.114592,0.35,10.55,7.95744,-1.23088,1.526537,0.9025,1,167,16.42671,17.86967
-999,0.00,-0.294195,-0.836667,0.461993,0.064365,0.09,9.96,7.87865,-1.02195,0.888163,0.814,0,168,16.54868,18.14488
-999,0.00,-0.669209,-0.726957,0.153923,0.076818,0.17,10.23,7.99283,-0.82747,1.050719,0.8545,1,169,16.08229,17.43413
9.80056,6.32,-0.285885,0.719213,0.633248,0.045709,0.41,10.61,7.87587,-1.05083,0.639164,0.9115,1,170,14.40078,15.61622
-999,0.00,-0.28801,0.697549,0.656106,0.074128,0.22,10.34,7.95179,-0.73689,1.01584,0.871,1,171,15.2972,16.59052
9.92517,8.42,-0.935262,0.236488,0.26336,0.052427,0.14,10.14,7.92077,-1.02736,0.729598,0.841,1,172,15.67064,17.00753
9.49398,3.12,-0.296207,0.529188,0.795123,0.018604,0.07,9.86,7.95234,-0.68725,0.265274,0.799,1,173,14.82431,15.9787
-999,0.00,-0.301474,0.375313,0.876501,0.069223,0.19,10.27,7.87997,-0.66879,0.951926,0.8605,1,174,15.89479,17.31748
-999,0.00,-0.806194,0.042876,0.590096,0.059301,0.26,10.42,7.83883,-0.28827,0.821236,0.883,1,175,15.70723,16.92287
9.90583,8.05,-0.448709,0.84709,0.28478,0.054347,0.19,10.28,7.81391,-0.22365,0.755283,0.862,1,176,16.02188,17.32553
8.54766,0.35,-0.796097,0.09483,0.597692,0.06409,0.39,10.59,7.81572,-0.60207,0.884548,0.9085,1,177,15.93272,17.20005
9.80963,6.45,-0.788766,-0.437843,0.431442,0.058596,0.16,10.2,7.70532,-0.23204,0.811873,0.85,0,178,16.19888,17.62181
9.69181,4.92,-0.829214,-0.356174,0.430748,0.077091,0.17,10.24,7.66319,-0.55783,1.054246,0.856,0,179,16.21277,17.63601
-999,0.00,-0.463891,-0.848572,0.254422,0.041625,0.1,9.99,7.79015,-0.21283,0.583769,0.8185,1,180,15.81592,17.25018
-999,0.00,-0.407028,-0.88508,0.225748,0.079804,0.21,10.33,7.81063,-0.38904,1.08926,0.8695,1,181,15.91952,17.16445
